time,open,high,low,close,symbol,Spread,上市至今交易周期数,涨跌幅,振幅,上涨,下跌,dc_dn,dc,上涨数量,下跌数量,上涨比例,rank_涨跌幅,rank_振幅,rank_sum,rank
2021-01-24 11:59:00,3.941,4.187,3.74,3.775,QTUM-USDT,0.0037224142515288,679,-0.04212128901294088,0.11342298908906372,0,1,2.549,1,74,8,0.9024390243902439,1.0,17.0,18.0,1.0
2021-01-24 23:59:00,0.041817,0.041961,0.037,0.039165,RSR-USDT,0.0039733401691872,196,-0.06348637015781933,0.11863596145108449,0,1,0.03096,1,19,63,0.23170731707317074,2.0,9.0,11.0,1.0
2021-01-25 11:59:00,0.056879,0.064789,0.054698,0.055477,FTM-USDT,0.0037452505880222,247,-0.024631667780161015,0.17741169851790647,0,1,0.023508,1,57,26,0.6867469879518072,6.0,7.0,13.0,1.0
2021-01-25 23:59:00,247.91,255.83,206.17,212.79,COMP-USDT,-9.398054602705042e-05,420,-0.14152579981441893,0.20031463030938657,0,1,165.18,1,9,74,0.10843373493975904,1.0,3.0,4.0,1.0
2021-01-26 11:59:00,0.2214,0.2479,0.2019999999999999,0.2069,FLM-USDT,0.0024224806201549,239,-0.06591422121896162,0.20731707317073217,0,1,0.1472,1,27,57,0.32142857142857145,4.0,3.0,7.0,1.0
2021-01-26 23:59:00,0.9697,0.99312,0.89012,0.9495,AXS-USDT,0.0029152671271943,136,-0.021194565284621603,0.10621841806744352,0,1,0.53301,1,69,15,0.8214285714285714,3.0,37.0,40.0,1.0
2021-01-27 11:59:00,0.16017,0.1645,0.13432,0.13467,SKL-USDT,-0.0002969341548509,101,-0.15920584379097202,0.1884247986514329,0,1,0.09274,1,3,81,0.03571428571428571,1.0,6.0,7.0,1.0
2021-01-27 23:59:00,0.97276,1.01839,0.8615299999999999,0.87377,AXS-USDT,0.0006183937794168,138,-0.10212197502954312,0.1612525186068506,0,1,0.53301,1,28,56,0.3333333333333333,1.0,14.0,15.0,1.0
2021-01-28 11:59:00,0.87308,0.94316,0.81121,0.8536,AXS-USDT,0.0062359279037145,139,-0.023083877908374073,0.15113162596783802,0,1,0.53301,1,83,2,0.9764705882352941,2.0,18.0,20.0,1.0
2021-01-28 23:59:00,0.02077,0.022,0.01858,0.01872,AKRO-USDT,0.0011765964274255,20,-0.09913378248315685,0.16466056812710636,0,1,0.01201,1,47,38,0.5529411764705883,1.0,7.0,8.0,1.0
2021-01-29 11:59:00,2.489,2.5119,2.0679,2.2241,HNT-USDT,0.0032025259359493,247,-0.10771884778945673,0.17838489353153875,0,1,1.4,1,59,26,0.6941176470588235,1.0,9.0,10.0,1.0
2021-01-29 23:59:00,0.049931,0.068,0.038801,0.045883,DOGE-USDT,-0.000498846553493,408,-0.08064839304319948,0.5847870060683744,0,1,0.0072349999999999,1,27,58,0.3176470588235294,1.0,1.0,2.0,1.0
2021-01-30 11:59:00,0.045873,0.050646,0.02833,0.032685,DOGE-USDT,-0.0018750152688539,409,-0.2876446614214415,0.4864735247313234,0,1,0.0072349999999999,1,34,51,0.4,1.0,1.0,2.0,1.0
2021-01-30 23:59:00,0.032681,0.03528,0.022147,0.02799,DOGE-USDT,-0.0095541401273888,410,-0.14364387333639272,0.40185428842446674,0,1,0.0072349999999999,1,66,19,0.7764705882352941,1.0,2.0,3.0,1.0
2021-01-31 11:59:00,0.132136,0.134991,0.105,0.115121,FTM-USDT,0.0048969972067038,259,-0.12895342150661304,0.2269706968577829,0,1,0.024244,1,49,36,0.5764705882352941,1.0,4.0,5.0,1.0
2021-01-31 23:59:00,2.478,2.6172,2.225,2.273,HNT-USDT,0.004418912947415,252,-0.08220948073972378,0.15827280064568194,0,1,1.4,1,10,75,0.11764705882352941,3.0,9.0,12.0,1.0
2021-02-01 11:59:00,4.9482,5.1475,4.2821,4.7939,1INCH-USDT,0.0003964941569281,77,-0.030732525930568744,0.17489187987551033,0,1,1.7064,1,55,31,0.6395348837209303,8.0,10.0,18.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,0.0009162938608311,786,-0.4085045389393216,0.4558050645007167,0,1,0.244,1,63,23,0.7325581395348837,1.0,1.0,2.0,1.0
2021-02-02 11:59:00,0.034837,0.035382,0.028768,0.033341,DOGE-USDT,0.0022756445906093,415,-0.0428879001004735,0.18985561328472597,0,1,0.0072349999999999,1,50,36,0.5813953488372093,8.0,5.0,13.0,1.0
2021-02-02 23:59:00,0.033328,0.034088,0.030079,0.031357,DOGE-USDT,0.0002583822717858,416,-0.05950631354788394,0.12028924627940465,0,1,0.0072349999999999,1,58,28,0.6744186046511628,2.0,11.0,13.0,1.0
2021-02-03 11:59:00,0.3929,0.4178,0.3766,0.3812,BZRX-USDT,0.0066015315553209,303,-0.027302883388619636,0.10486128785950627,0,1,0.2771,1,65,21,0.7558139534883721,5.0,10.0,15.0,1.0
2021-02-03 23:59:00,0.144995,0.146,0.128963,0.130675,FTM-USDT,0.0045741082410823,266,-0.0982831670323906,0.11750060346908511,0,1,0.050525,1,77,9,0.8953488372093024,1.0,15.0,16.0,1.0
2021-02-04 11:59:00,2.6641,2.7264,2.2695,2.4732,KAVA-USDT,0.0020257677659831,383,-0.07165646935175107,0.17150257122480392,0,1,2.0029,1,23,63,0.26744186046511625,6.0,11.0,17.0,1.0
2021-02-04 23:59:00,0.053992,0.0564289999999999,0.041622,0.052782,DOGE-USDT,-0.0023833779704808,420,-0.022863172704889245,0.274244332493701,0,1,0.0072349999999999,1,64,22,0.7441860465116279,4.0,6.0,10.0,1.0
2021-02-05 11:59:00,0.052781,0.054279,0.0432,0.045974,DOGE-USDT,0.0024880124029926,421,-0.1289833655412831,0.20990507947935808,0,1,0.0072349999999999,1,84,2,0.9767441860465116,1.0,12.0,13.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,0.0019709400925884,36,-0.17055587175109088,0.35109004739336486,0,1,0.0167,1,64,22,0.7441860465116279,1.0,3.0,4.0,1.0
2021-02-06 11:59:00,0.164547,0.172692,0.130219,0.136705,FTM-USDT,0.0065159770284199,271,-0.17002106745836598,0.25812078008107114,0,1,0.06761,1,13,73,0.1511627906976744,1.0,2.0,3.0,1.0
2021-02-06 23:59:00,1.4975,1.5539,1.3955,1.4559,ZRX-USDT,0.0034461368805567,456,-0.027324959914484137,0.10577629382303846,0,1,0.5760000000000001,1,70,16,0.813953488372093,4.0,20.0,24.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,0.0050520205842967,153,-0.0802922998737684,0.1876832604386784,0,1,1.36177,1,34,52,0.3953488372093023,1.0,7.0,8.0,1.0
2021-02-07 23:59:00,2.1344,2.1542,1.8222,1.9953,SXP-USDT,0.0026633165829146,404,-0.06477618936020624,0.15554722638680654,0,1,1.0947,1,30,56,0.3488372093023256,1.0,20.0,21.0,1.0
2021-02-08 11:59:00,0.07803,0.0783,0.063154,0.075185,DOGE-USDT,0.0021553304106858,427,-0.036460335768294216,0.1941048314750736,0,1,0.022147,1,84,2,0.9767441860465116,1.0,9.0,10.0,1.0
2021-02-08 23:59:00,186.22,194.472,157.365,164.735,EGLD-USDT,0.0087998628274688,296,-0.11609102274495497,0.19926431102996456,0,1,58.3,1,44,42,0.5116279069767442,1.0,11.0,12.0,1.0
2021-02-09 11:59:00,5.8078,5.914,4.8581,5.4253,LUNA-USDT,0.0028837088932842,25,-0.06584362139917688,0.18180722476669295,0,1,1.3697,1,60,26,0.6976744186046512,1.0,8.0,9.0,1.0
2021-02-09 23:59:00,0.079801,0.0812,0.063647,0.070186,DOGE-USDT,0.0024838563619715,430,-0.1204321018597424,0.21995964962845077,0,1,0.026516,1,74,12,0.8604651162790697,2.0,10.0,12.0,1.0
2021-02-10 11:59:00,196.246,218.996,172.313,180.097,EGLD-USDT,0.0161308523002967,299,-0.08285973274667968,0.2378800077453809,0,1,58.3,1,78,8,0.9069767441860465,1.0,7.0,8.0,1.0
2021-02-10 23:59:00,0.1318599999999999,0.1356,0.1009999999999999,0.1162,MATIC-USDT,0.0030211480362538,224,-0.1185617841159069,0.26239951463673694,0,1,0.03623,1,18,68,0.20930232558139536,1.0,12.0,13.0,1.0
2021-02-11 11:59:00,54.8184,56.8888,48.049,48.4519,AVAX-USDT,0.0033526610064196,283,-0.11772814345960825,0.16125607460268823,0,1,12.6039,1,76,10,0.8837209302325582,1.0,30.0,31.0,1.0
2021-02-11 23:59:00,180.247,185.14,147.67700000000005,158.55,EGLD-USDT,0.0064366240097502,302,-0.12006615459752257,0.20784257158232833,0,1,63.004,1,62,24,0.7209302325581395,2.0,9.0,11.0,1.0
2021-02-12 11:59:00,0.34756,0.35896,0.30602,0.31978,SKL-USDT,0.0085788178893584,133,-0.07844380403458207,0.15231902405340084,0,1,0.14163,1,69,17,0.8023255813953488,1.0,22.0,23.0,1.0
2021-02-12 23:59:00,2.65976,2.86547,2.13068,2.2408200000000003,GRT-USDT,0.0028373491819126,112,-0.15751361959868704,0.2762617679790659,0,1,0.7290000000000001,1,56,30,0.6511627906976745,1.0,6.0,7.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,0.0065270163818464,165,-0.13176105135186356,0.29303176451022783,0,1,1.70068,1,20,66,0.23255813953488372,1.0,6.0,7.0,1.0
2021-02-13 23:59:00,0.5108600000000001,0.545,0.46303,0.49513,CVC-USDT,0.0027340110980598,190,-0.029194933532018408,0.16045491915593318,0,1,0.16648,1,76,10,0.8837209302325582,3.0,25.0,28.0,1.0
2021-02-14 11:59:00,268.42,279.98,238.63,248.13,DASH-USDT,0.0046155714806266,753,-0.07507361986058814,0.15404962372401468,0,1,110.4,1,23,63,0.26744186046511625,4.0,8.0,12.0,1.0
2021-02-14 23:59:00,1.3286,1.3342,1.1226,1.1664,ONT-USDT,0.0023201856148493,740,-0.12201731275875038,0.15926539214210447,0,1,0.6022,1,12,74,0.13953488372093023,2.0,9.0,11.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,0.0014990120148081,309,-0.1437032721623459,0.4131922193093181,0,1,81.346,1,18,68,0.20930232558139536,1.0,1.0,2.0,1.0
2021-02-15 23:59:00,0.6679,0.7457,0.6111,0.6234,BZRX-USDT,-0.0012816404998398,328,-0.06592747977225055,0.20152717472675558,0,1,0.3896,1,25,61,0.29069767441860467,8.0,10.0,18.0,1.0
2021-02-16 11:59:00,1.7719,1.941,1.65,1.7405,ICX-USDT,0.000287356321839,309,-0.017277398227090512,0.16423048704780188,0,1,0.7647,1,66,20,0.7674418604651163,6.0,11.0,17.0,1.0
2021-02-16 23:59:00,0.30405,0.31428,0.27062,0.28257,SKL-USDT,0.0049791940818721,142,-0.07125718981101081,0.14359480348626863,0,1,0.14389,1,12,74,0.13953488372093023,3.0,5.0,8.0,1.0
2021-02-17 11:59:00,0.10913,0.11307,0.09535,0.10659,MATIC-USDT,0.005091937765205,237,-0.022558459422283295,0.1623751489049757,0,1,0.05141,1,56,30,0.6511627906976745,11.0,8.0,19.0,1.0
2021-02-17 23:59:00,0.2492,0.26493,0.23423,0.23756,BLZ-USDT,0.0038877620013522,308,-0.046020399967874104,0.12319422150882826,0,1,0.13778,1,69,17,0.8023255813953488,2.0,15.0,17.0,1.0
2021-02-18 11:59:00,7.3217,7.5916,6.6867,6.7573,LUNA-USDT,0.0040564635958393,43,-0.07642998701564951,0.12359151563161555,0,1,3.3113,1,47,39,0.5465116279069767,1.0,12.0,13.0,1.0
2021-02-18 23:59:00,0.12541,0.1369999999999999,0.11957,0.12248,MATIC-USDT,0.0027836908465694,240,-0.02117797490609752,0.13898413204688545,0,1,0.06936,1,61,25,0.7093023255813954,7.0,13.0,20.0,1.0
2021-02-19 11:59:00,0.32822,0.32978,0.27433,0.30119,SAND-USDT,0.0082011113342705,51,-0.08240921277114299,0.16894156358540002,0,1,0.13163,1,54,33,0.6206896551724138,1.0,11.0,12.0,1.0
2021-02-19 23:59:00,0.05608,0.06039,0.05211,0.05349,CHZ-USDT,0.0018542450974883,60,-0.04533285739782256,0.14764621968616268,0,1,0.02413,1,34,54,0.38636363636363635,11.0,10.0,21.0,1.0
2021-02-20 11:59:00,1.7616,1.8495,1.45618,1.52524,REN-USDT,0.0074040805003863,261,-0.13535637553075108,0.2232742960944595,0,1,0.68971,1,68,20,0.7727272727272727,1.0,12.0,13.0,1.0
2021-02-20 23:59:00,0.19627,0.19948,0.13084,0.14427,MATIC-USDT,-0.001107803088001,244,-0.2656520411279649,0.3497223212920975,0,1,0.07985,1,4,84,0.045454545454545456,1.0,1.0,2.0,1.0
2021-02-21 11:59:00,18.3225,19.4273,17.4274,18.0004,SUSHI-USDT,0.0023052508491563,341,-0.01835632873425319,0.10914995224450812,0,1,11.593,1,84,4,0.9545454545454546,1.0,24.0,25.0,1.0
2021-02-21 23:59:00,0.6696,0.6715,0.5765,0.5924,BZRX-USDT,0.0003377237419792,340,-0.1141019889337519,0.14187574671445635,0,1,0.4772,1,21,67,0.23863636363636365,1.0,4.0,5.0,1.0
2021-02-22 11:59:00,2.0427,2.052,1.6840000000000002,1.7679,ICX-USDT,0.0017565729827742,321,-0.1338493949341042,0.18015371811817688,0,1,1.1914,1,10,79,0.11235955056179775,1.0,11.0,12.0,1.0
2021-02-22 23:59:00,1.2664,1.2733,0.8427,1.1946,ONT-USDT,0.0015090543259557,756,-0.056621653636578895,0.3400189513581808,0,1,0.8427,1,29,60,0.3258426966292135,8.0,9.0,17.0,1.0
2021-02-23 11:59:00,0.29513,0.33283,0.17267,0.20443,SAND-USDT,0.0026534045485533,59,-0.3072048258099499,0.5426761088333956,0,1,0.17267,1,1,89,0.011111111111111112,2.0,1.0,3.0,1.0
2021-02-23 23:59:00,12.4417,14.2473,11.4124,13.2016,BAND-USDT,-0.0021466364323508,420,0.06267407228527722,0.2278547143879051,1,0,10.6227,1,89,1,0.9888888888888889,12.0,12.0,24.0,1.0
2021-02-24 11:59:00,4.8644,5.6,4.4284,4.9179,RUNE-USDT,-0.0011171141893812,347,0.011060627865381312,0.24085190362634648,1,0,3.01,1,88,3,0.967032967032967,4.0,12.0,16.0,1.0
2021-02-24 23:59:00,2.517,2.69,2.0089,2.1198,TOMO-USDT,0.0036456607168222,272,-0.15693604836143815,0.2705999205403257,0,1,1.4257,1,18,73,0.1978021978021978,1.0,2.0,3.0,1.0
2021-02-25 11:59:00,0.052406,0.053298,0.04259,0.046187,IOST-USDT,0.0008451070468924,741,-0.11907304978065991,0.20432774873106124,0,1,0.0287,1,64,27,0.7032967032967034,1.0,6.0,7.0,1.0
2021-02-25 23:59:00,0.758831,0.8262430000000001,0.588829,0.597,FTM-USDT,0.0065925913436408,310,-0.2137474351308708,0.31286808261655097,0,1,0.153142,1,2,89,0.02197802197802198,1.0,1.0,2.0,1.0
2021-02-26 11:59:00,0.597865,0.7,0.517598,0.54152,FTM-USDT,0.0033536528876618,311,-0.09293132328308207,0.3050889414834452,0,1,0.153142,1,21,70,0.23076923076923078,2.0,2.0,4.0,1.0
2021-02-26 23:59:00,0.541205,0.627977,0.5,0.5226890000000001,FTM-USDT,0.0013774738011764,312,-0.03477433889791681,0.23646677321902052,0,1,0.153142,1,47,44,0.5164835164835165,4.0,2.0,6.0,1.0
2021-02-27 11:59:00,0.522935,0.56211,0.4521,0.5015189999999999,FTM-USDT,0.0037004422919124,313,-0.040502095892586465,0.2103703137101169,0,1,0.165,1,87,4,0.9560439560439561,1.0,4.0,5.0,1.0
2021-02-27 23:59:00,0.21963,0.22116,0.18833,0.19736,MATIC-USDT,0.0013191273465245,258,-0.10184763811777553,0.14947866867003598,0,1,0.09766,1,14,77,0.15384615384615385,1.0,7.0,8.0,1.0
2021-02-28 11:59:00,4.192,4.242,3.4730000000000003,3.711,DODO-USDT,0.0024311183144247,18,-0.11431980906921257,0.18344465648854955,0,1,3.359,1,7,84,0.07692307692307693,1.0,5.0,6.0,1.0
2021-02-28 23:59:00,0.7007,0.7197,0.6114,0.6423,STORJ-USDT,-0.0012439744985228,332,-0.08452109464082103,0.15455972598829734,0,1,0.4503,1,46,45,0.5054945054945055,1.0,12.0,13.0,1.0
2021-03-01 11:59:00,0.23356,0.24874,0.22452,0.2268,MATIC-USDT,0.0001322926313005,261,-0.02906802517231044,0.10369926357252951,0,1,0.09766,1,89,2,0.978021978021978,2.0,35.0,37.0,1.0
2021-03-01 23:59:00,34.513000000000005,36.286,33.258,34.744,TRB-USDT,-0.001264803955387,360,0.005906195715112972,0.0877350563555761,1,0,26.577,1,84,7,0.9230769230769231,11.0,22.0,33.0,1.0
2021-03-02 11:59:00,0.584762,0.5912,0.5,0.520981,FTM-USDT,0.0026578137028485,319,-0.1089726815769535,0.1559608866513213,0,1,0.212,1,51,40,0.5604395604395604,1.0,5.0,6.0,1.0
2021-03-02 23:59:00,19.2866,20.3957,16.7123,17.8373,SUSHI-USDT,-3.924206749650328e-05,360,-0.07478084962913023,0.190982340070308,0,1,11.3666,1,18,73,0.1978021978021978,1.0,4.0,5.0,1.0
2021-03-03 11:59:00,2.5,2.631,2.321,2.364,CRV-USDT,0.0,367,-0.05326391670004005,0.12399999999999985,0,1,1.618,1,86,6,0.9347826086956522,1.0,27.0,28.0,1.0
