time,open,high,low,close,symbol,Spread,涨跌幅,上涨,下跌,上涨数量,下跌数量,上涨比例,rank_涨跌幅,rank_sum,rank
2021-03-19 05:59:00,1.6279,1.6386,1.4617,1.5315,ZRX-USDT,0.0023561751423522,-0.05973722986247543,0,1,36,63,0.36363636363636365,1.0,1.0,1.0
2021-03-19 17:59:00,1.039,1.0408,0.9416,0.9442,STORJ-USDT,0.0019100169779286,-0.09036608863198459,0,1,68,32,0.68,1.0,1.0,1.0
2021-03-20 05:59:00,0.12273,0.123,0.1075,0.11319,ONE-USDT,0.0039024390243902,-0.07758128921848262,0,1,53,47,0.53,1.0,1.0,1.0
2021-03-20 17:59:00,9.6521,9.699,8.51,8.5425,HNT-USDT,0.0037010927035601,-0.115234435686839,0,1,52,48,0.52,1.0,1.0,1.0
2021-03-21 05:59:00,0.47489,0.4769100000000001,0.39954,0.407008,FTM-USDT,0.0015699977852694,-0.14303099977049705,0,1,10,90,0.1,1.0,1.0,1.0
2021-03-21 17:59:00,0.5283,0.5286,0.4952,0.5024,XRP-USDT,0.0017147186665071,-0.04902517508991111,0,1,79,21,0.79,1.0,1.0,1.0
2021-03-22 05:59:00,2.647,2.68,2.502,2.562,CRV-USDT,0.0023474178403755,-0.031746031746031966,0,1,54,46,0.54,1.0,1.0,1.0
2021-03-22 17:59:00,3.0403,3.077,2.6666,2.692,TOMO-USDT,0.0016744186046511,-0.11517223244806729,0,1,42,59,0.4158415841584158,1.0,1.0,1.0
2021-03-23 05:59:00,0.05737,0.05742,0.04488,0.04535,STMX-USDT,0.0027639579878386,-0.20868958296981321,0,1,3,98,0.0297029702970297,1.0,1.0,1.0
2021-03-23 17:59:00,62.052,64.116,58.052,58.99,TRB-USDT,-0.0063503293075276,-0.04936103008718351,0,1,91,10,0.900990099009901,1.0,1.0,1.0
2021-03-24 05:59:00,0.012,0.012,0.008392,0.010189,DENT-USDT,-0.0005198983745818,-0.1509166666666667,0,1,20,82,0.19607843137254902,1.0,1.0,1.0
2021-03-24 17:59:00,14.7738,14.7805,12.73,12.7516,THETA-USDT,-0.0005259317260671,-0.1368774452070557,0,1,73,29,0.7156862745098039,1.0,1.0,1.0
2021-03-25 05:59:00,2.2179,2.2317,1.7816,1.88,RLC-USDT,0.0011182704084349,-0.15208370918275305,0,1,0,102,0.0,1.0,1.0,1.0
2021-03-25 17:59:00,12.293,12.489,10.466,11.021,ALICE-USDT,0.0005537953136205,-0.10369225764476242,0,1,22,80,0.21568627450980393,1.0,1.0,1.0
2021-03-26 05:59:00,1.4786,1.5477,1.298,1.3909,STORJ-USDT,0.0005035246727089,-0.0600121646279651,0,1,98,4,0.9607843137254902,1.0,1.0,1.0
2021-03-26 17:59:00,9.243,9.304,8.332,8.58,QTUM-USDT,0.0018682858477347,-0.07203114860480209,0,1,95,7,0.9313725490196079,1.0,1.0,1.0
2021-03-27 05:59:00,0.4095,0.4135,0.3677,0.3815,CHR-USDT,0.0005245213742461,-0.068603515625,0,1,70,32,0.6862745098039216,1.0,1.0,1.0
2021-03-27 17:59:00,4.90468,4.94453,4.37646,4.4724900000000005,AXS-USDT,0.0038786050489203,-0.08736055307400503,0,1,48,54,0.47058823529411764,1.0,1.0,1.0
2021-03-28 05:59:00,134.595,139.181,124.473,127.074,FIL-USDT,0.0005078360280135,-0.055534909993608106,0,1,84,18,0.8235294117647058,1.0,1.0,1.0
2021-03-28 17:59:00,11.1087,11.3026,10.0,10.0276,HNT-USDT,0.0030609182754826,-0.09704375388328101,0,1,49,53,0.4803921568627451,1.0,1.0,1.0
2021-03-29 05:59:00,3.1673,3.1693,2.5838,2.7413,STORJ-USDT,0.0018272850199174,-0.13455406471981057,0,1,31,71,0.30392156862745096,1.0,1.0,1.0
2021-03-29 17:59:00,0.07488,0.07617,0.0678,0.0699299999999999,AKRO-USDT,0.0041210171876568,-0.06660437800320484,0,1,94,9,0.912621359223301,1.0,1.0,1.0
2021-03-30 05:59:00,0.99627,1.06799,0.7891199999999999,0.8023100000000001,SKL-USDT,0.0028874999999999,-0.19538074273163974,0,1,53,50,0.5145631067961165,1.0,1.0,1.0
2021-03-30 17:59:00,3.434,3.448,3.149,3.238,CRV-USDT,0.0009273570324574,-0.05735080058224162,0,1,63,41,0.6057692307692307,1.0,1.0,1.0
2021-03-31 05:59:00,0.019231,0.0196,0.016606,0.01764,HOT-USDT,0.0032360619003475,-0.08273100722791338,0,1,26,78,0.25,1.0,1.0,1.0
2021-03-31 17:59:00,7.2106,7.2106,6.1,6.2810000000000015,MTL-USDT,0.0033065508042748,-0.12892131029317933,0,1,31,74,0.29523809523809524,1.0,1.0,1.0
2021-04-01 05:59:00,6.2797,6.3043,5.62,5.7378,MTL-USDT,0.0017633605111999,-0.08648304410125796,0,1,63,42,0.6,1.0,1.0,1.0
2021-04-01 17:59:00,216.106,238.511,180.0,190.478,FIL-USDT,-0.0011997474657432,-0.11872044712174623,0,1,50,56,0.4716981132075472,1.0,1.0,1.0
2021-04-02 05:59:00,5.7323,5.7967,5.242000000000001,5.3414,MTL-USDT,0.0062544742097132,-0.0686474516573381,0,1,81,25,0.7641509433962265,1.0,1.0,1.0
2021-04-02 17:59:00,14.3786,14.65,12.6594,12.7541,HNT-USDT,-0.0032744607689902,-0.1129742323608166,0,1,63,43,0.5943396226415094,1.0,1.0,1.0
2021-04-03 05:59:00,0.69889,0.78,0.63442,0.638,CVC-USDT,0.0051042913857206,-0.08712386784758686,0,1,70,36,0.660377358490566,1.0,1.0,1.0
2021-04-03 17:59:00,0.18049,0.18125,0.15098,0.15375,ONE-USDT,0.00293542074364,-0.1475382568196939,0,1,10,96,0.09433962264150944,1.0,1.0,1.0
2021-04-04 05:59:00,3.6566,3.7294,3.2855,3.4662,SXP-USDT,0.001213171577123,-0.05238121275083374,0,1,39,67,0.36792452830188677,1.0,1.0,1.0
2021-04-04 17:59:00,187.122,192.856,175.343,178.49599999999995,FIL-USDT,0.0020574918809066,-0.04611865801652393,0,1,99,7,0.9339622641509434,1.0,1.0,1.0
2021-04-05 05:59:00,0.33462,0.33796,0.3053,0.30587,HBAR-USDT,0.0028524590163934,-0.08610953419582301,0,1,15,91,0.14150943396226415,1.0,1.0,1.0
2021-04-05 17:59:00,0.21498,0.2210300000000001,0.20721,0.21332,ZIL-USDT,0.0036698974310716,-0.008367422833767235,0,1,103,3,0.9716981132075472,1.0,1.0,1.0
2021-04-06 05:59:00,9.90514,10.02479,8.256,8.56545,AXS-USDT,-0.0005868982834099,-0.13494720576873553,0,1,64,42,0.6037735849056604,1.0,1.0,1.0
2021-04-06 17:59:00,0.019153,0.019884,0.013257,0.017409,DENT-USDT,0.00242415169086,-0.09119858007934845,0,1,44,63,0.411214953271028,1.0,1.0,1.0
2021-04-07 05:59:00,0.0253,0.02588,0.020343,0.020474,HOT-USDT,0.0041935404762489,-0.19116659424011373,0,1,41,66,0.38317757009345793,1.0,1.0,1.0
2021-04-07 17:59:00,31.477,31.599,24.92,25.07800000000001,UNFI-USDT,0.0036218109054531,-0.2025058831011891,0,1,10,97,0.09345794392523364,1.0,1.0,1.0
2021-04-08 05:59:00,0.08089,0.08287,0.0733299999999999,0.07503,AKRO-USDT,0.0033833932893805,-0.07221466551255096,0,1,99,8,0.9252336448598131,1.0,1.0,1.0
2021-04-08 17:59:00,0.973,1.0023,0.9184,0.9452,FLM-USDT,0.0035035566408323,-0.028671256808138867,0,1,98,9,0.9158878504672897,1.0,1.0,1.0
2021-04-09 05:59:00,0.3705,0.377,0.3342,0.3354,CHR-USDT,0.0032304379038046,-0.09595687331536396,0,1,53,54,0.4953271028037383,1.0,1.0,1.0
2021-04-09 17:59:00,3.1584,3.2682,2.843,2.8663,OGN-USDT,0.0029392211064067,-0.09248353596757852,0,1,66,42,0.6111111111111112,1.0,1.0,1.0
2021-04-10 05:59:00,16.8343,17.1614,15.4268,15.832,HNT-USDT,0.0035496957403651,-0.05924856350012775,0,1,60,48,0.5555555555555556,1.0,1.0,1.0
2021-04-10 17:59:00,1.19053,1.1984,0.98336,1.05371,NKN-USDT,0.0043942426842056,-0.11452941176470588,0,1,33,75,0.3055555555555556,1.0,1.0,1.0
2021-04-11 05:59:00,0.15708,0.15837,0.1381599999999999,0.14169,LINA-USDT,0.0013427561837457,-0.09797555385790668,0,1,30,78,0.2777777777777778,1.0,1.0,1.0
2021-04-11 17:59:00,1.4327,1.4496,1.3085,1.3527,XRP-USDT,0.0013695080875004,-0.05583862636979131,0,1,84,24,0.7777777777777778,1.0,1.0,1.0
2021-04-12 05:59:00,46873.9,46977.8,44015.9,44346.9,YFI-USDT,0.0025729606500473,-0.0539085800596496,0,1,52,56,0.48148148148148145,1.0,1.0,1.0
2021-04-12 17:59:00,0.014919,0.01492,0.013049,0.01319,DENT-USDT,0.005710974373051,-0.11589248609156111,0,1,22,87,0.2018348623853211,1.0,1.0,1.0
2021-04-13 05:59:00,5.0808,5.1373,4.7561,4.79,MTL-USDT,0.0056898108295366,-0.05677096666207182,0,1,60,49,0.5504587155963303,1.0,1.0,1.0
2021-04-13 17:59:00,14.2,14.214,12.812,13.05,ALICE-USDT,0.0080333693805036,-0.08098591549295764,0,1,79,30,0.7247706422018348,1.0,1.0,1.0
2021-04-14 05:59:00,0.8524700000000001,0.8777200000000001,0.7639699999999999,0.77179,NKN-USDT,0.0038369491701784,-0.09433453026355931,0,1,54,55,0.4954128440366973,1.0,1.0,1.0
2021-04-14 17:59:00,0.1531799999999999,0.1543,0.13112,0.1355,TRX-USDT,0.0009603309448178,-0.11541976759368,0,1,20,89,0.1834862385321101,1.0,1.0,1.0
2021-04-15 05:59:00,230.284,237.268,218.373,221.489,EGLD-USDT,0.0036522976396007,-0.037381024816376174,0,1,104,5,0.9541284403669725,1.0,1.0,1.0
2021-04-15 17:59:00,39.672,40.0306,36.3,37.0548,AVAX-USDT,0.0038523431023553,-0.06614044637996741,0,1,87,22,0.7981651376146789,1.0,1.0,1.0
2021-04-16 05:59:00,3856.0,3947.41,3468.02,3496.35,MKR-USDT,0.003798318748708,-0.09344655474168673,0,1,25,84,0.22935779816513763,1.0,1.0,1.0
2021-04-16 17:59:00,123.101,126.36,105.239,112.695,ZEN-USDT,0.0061963732466674,-0.0846288805497345,0,1,69,40,0.6330275229357798,1.0,1.0,1.0
2021-04-17 05:59:00,0.357667,0.402248,0.262,0.313867,DOGE-USDT,-0.0007418019738936,-0.12281344061529686,0,1,96,13,0.8807339449541285,1.0,1.0,1.0
2021-04-17 17:59:00,47.12600000000001,47.49800000000001,37.249,39.15,ETC-USDT,0.0025890614076196,-0.16984732824427473,0,1,10,99,0.09174311926605505,1.0,1.0,1.0
2021-04-18 05:59:00,0.55398,0.57452,0.33,0.42224,BLZ-USDT,0.0004027767905796,-0.23854865469234654,0,1,2,107,0.01834862385321101,1.0,1.0,1.0
2021-04-18 17:59:00,0.078884,0.081006,0.067014,0.072703,IOST-USDT,0.0006882028271373,-0.0784139740648252,0,1,57,52,0.5229357798165137,1.0,1.0,1.0
2021-04-19 05:59:00,13.7311,14.5024,13.04,13.7071,SUSHI-USDT,0.0002992045537475,-0.0016751516740591832,0,1,107,2,0.981651376146789,1.0,1.0,1.0
2021-04-19 17:59:00,0.01077,0.010977,0.008707,0.009344,DENT-USDT,0.0003318738023103,-0.1324048282265553,0,1,6,103,0.05504587155963303,1.0,1.0,1.0
2021-04-20 05:59:00,35.4057,36.0711,28.8,31.3274,SOL-USDT,0.0010513029446068,-0.11485016472556109,0,1,10,99,0.09174311926605505,1.0,1.0,1.0
2021-04-20 17:59:00,10.27306,11.27,8.637,8.677999999999999,AXS-USDT,-0.0021467987172101,-0.15538469025256707,0,1,106,3,0.9724770642201835,1.0,1.0,1.0
2021-04-21 05:59:00,96.347,96.361,84.501,87.065,TRB-USDT,0.0013341154009822,-0.09613288346742799,0,1,60,50,0.5454545454545454,1.0,1.0,1.0
2021-04-21 17:59:00,0.333318,0.342,0.295935,0.309178,DOGE-USDT,0.0003371363085451,-0.07217559095997039,0,1,67,43,0.6090909090909091,1.0,1.0,1.0
2021-04-22 05:59:00,4.9792,5.2134,3.9374,4.1113,MTL-USDT,-0.0020389834211228,-0.17418901275484588,0,1,16,94,0.14545454545454545,1.0,1.0,1.0
2021-04-22 17:59:00,0.1665,0.17187,0.13869,0.14024,DGB-USDT,0.0004280211157083,-0.159333413259801,0,1,37,73,0.33636363636363636,1.0,1.0,1.0
2021-04-23 05:59:00,0.05056,0.05281,0.0303,0.03471,STMX-USDT,0.0013559126446067,-0.31457345971563977,0,1,0,110,0.0,1.0,1.0,1.0
2021-04-23 17:59:00,0.078265,0.082823,0.0712,0.073865,RSR-USDT,-0.0015544741822113,-0.05619513691016187,0,1,96,14,0.8727272727272727,1.0,1.0,1.0
2021-04-24 05:59:00,14.69,15.7657,13.6538,14.1834,WAVES-USDT,0.0001128206574623,-0.03403890160183054,0,1,105,5,0.9545454545454546,1.0,1.0,1.0
2021-04-24 17:59:00,1.9279,1.9339,1.6639,1.7111,STORJ-USDT,-0.0016337009160394,-0.11323590381426196,0,1,7,103,0.06363636363636363,1.0,1.0,1.0
2021-04-25 05:59:00,0.0082069999999999,0.008331,0.007267,0.007483,DENT-USDT,0.0001632031335001,-0.08821737541122321,0,1,30,80,0.2727272727272727,1.0,1.0,1.0
2021-04-25 17:59:00,0.279208,0.281411,0.255017,0.258952,DOGE-USDT,-0.0011879966057238,-0.07249823598729199,0,1,105,5,0.9545454545454546,1.0,1.0,1.0
2021-04-26 05:59:00,18.3431,18.7408,16.0938,17.7716,LUNA-USDT,-0.0010342889263631,-0.031156129552801892,0,1,109,1,0.990909090909091,1.0,1.0,1.0
2021-04-26 17:59:00,9.183,9.519,8.615,8.957,ALICE-USDT,-0.0003348214285714,-0.02545968882602545,0,1,101,9,0.9181818181818182,1.0,1.0,1.0
2021-04-27 05:59:00,46.5697,46.787,43.3079,45.1293,SOL-USDT,0.0014490502396593,-0.031002808482131328,0,1,104,6,0.9454545454545454,1.0,1.0,1.0
2021-04-27 17:59:00,0.012395,0.012898,0.011131,0.011292,DENT-USDT,0.0022900356819512,-0.0887669464170433,0,1,69,41,0.6272727272727273,1.0,1.0,1.0
2021-04-28 05:59:00,1.8409,1.8724,1.6816,1.7027,ZRX-USDT,0.0026498645624779,-0.0750719756640773,0,1,27,83,0.24545454545454545,1.0,1.0,1.0
2021-04-28 17:59:00,4.0277,4.0419,3.61,3.7712,MTL-USDT,-0.0009801584147924,-0.06338168090602025,0,1,59,51,0.5363636363636364,1.0,1.0,1.0
2021-04-29 05:59:00,479.362,483.948,439.167,448.529,AAVE-USDT,0.0008233666547661,-0.06479888742241047,0,1,39,71,0.35454545454545455,1.0,1.0,1.0
2021-04-29 17:59:00,0.672257,0.727999,0.573225,0.596773,FTM-USDT,0.0024407041591076,-0.11227651576568876,0,1,19,91,0.17272727272727273,1.0,1.0,1.0
2021-04-30 05:59:00,0.55402,0.5744,0.54,0.55295,CHZ-USDT,0.0020477692001015,-0.00137255964313443,0,1,109,1,0.990909090909091,1.0,1.0,1.0
2021-04-30 17:59:00,0.7356600000000001,0.75346,0.66419,0.68287,SKL-USDT,0.0004981466016145,-0.07192269533426654,0,1,95,15,0.8636363636363636,1.0,1.0,1.0
2021-05-01 05:59:00,0.15879,0.15896,0.146,0.1477,ONE-USDT,0.0023072747014114,-0.06989924433249373,0,1,82,28,0.7454545454545455,1.0,1.0,1.0
2021-05-01 17:59:00,35.4384,35.4429,32.6299,33.0526,AVAX-USDT,0.0015939393939392,-0.06794577873278795,0,1,46,64,0.41818181818181815,1.0,1.0,1.0
2021-05-02 05:59:00,0.4482,0.4649,0.3783,0.4021,CHR-USDT,0.0010705305350162,-0.10305598929288418,0,1,17,93,0.15454545454545454,1.0,1.0,1.0
2021-05-02 17:59:00,0.8269700000000001,0.83399,0.7751899999999999,0.79142,FTM-USDT,0.0019877191871873,-0.0430345461360806,0,1,94,16,0.8545454545454545,1.0,1.0,1.0
2021-05-03 05:59:00,18.686,18.973,17.198,17.49,ALICE-USDT,0.0015518613746856,-0.0637044967880086,0,1,95,15,0.8636363636363636,1.0,1.0,1.0
2021-05-03 17:59:00,0.77515,0.78797,0.71141,0.72516,FTM-USDT,0.0028904532064668,-0.06400774443368829,0,1,59,51,0.5363636363636364,1.0,1.0,1.0
2021-05-04 05:59:00,0.47003,0.47473,0.3956,0.41006,BLZ-USDT,0.0005123825789923,-0.1276247207743858,0,1,8,102,0.07272727272727272,1.0,1.0,1.0
2021-05-04 17:59:00,0.68424,0.72618,0.57567,0.5990800000000001,SAND-USDT,0.0019568162432472,-0.12407521127584287,0,1,17,93,0.15454545454545454,1.0,1.0,1.0
2021-05-05 05:59:00,0.05049,0.0514,0.0471,0.04821,STMX-USDT,0.0024744754735812,-0.04458977407847786,0,1,75,35,0.6818181818181818,1.0,1.0,1.0
2021-05-05 17:59:00,128.534,128.54,114.144,118.873,TRB-USDT,0.001246578226995,-0.07488949072344664,0,1,102,8,0.9272727272727272,1.0,1.0,1.0
2021-05-06 05:59:00,0.825,0.8270000000000001,0.7517,0.77768,FTM-USDT,0.0044041484236765,-0.05693462522585879,0,1,72,38,0.6545454545454545,1.0,1.0,1.0
2021-05-06 17:59:00,124.945,138.343,116.0,116.341,TRB-USDT,0.003856972750962,-0.06915285156500028,0,1,64,46,0.5818181818181818,1.0,1.0,1.0
2021-05-07 05:59:00,4.9807,5.0448,4.0135,4.2877,RLC-USDT,0.000139954747965,-0.13958621796801307,0,1,24,86,0.21818181818181817,1.0,1.0,1.0
2021-05-07 17:59:00,31.436,34.448,27.089,27.642,QTUM-USDT,0.002102668213457,-0.12026988319913434,0,1,92,18,0.8363636363636363,1.0,1.0,1.0
2021-05-08 05:59:00,1.0354,1.0381,0.9034,0.9452,BZRX-USDT,0.0025456088247772,-0.08729239088451146,0,1,21,89,0.19090909090909092,1.0,1.0,1.0
2021-05-08 17:59:00,166.38099999999997,166.429,143.266,148.077,ZEN-USDT,0.0013321612117933,-0.11019974040957603,0,1,34,76,0.3090909090909091,1.0,1.0,1.0
2021-05-09 05:59:00,0.6603359999999999,0.703155,0.466245,0.563394,DOGE-USDT,-0.0017470498600234,-0.14667914703356522,0,1,19,91,0.17272727272727273,1.0,1.0,1.0
2021-05-09 17:59:00,28.104,28.627,24.82,25.648000000000003,QTUM-USDT,0.0009756859071927,-0.08761694710255763,0,1,49,61,0.44545454545454544,1.0,1.0,1.0
2021-05-10 05:59:00,0.99323,1.046,0.91746,0.94849,MATIC-USDT,0.0013513370847013,-0.044602475900762495,0,1,100,10,0.9090909090909091,1.0,1.0,1.0
2021-05-10 17:59:00,0.9129,0.925,0.7902,0.7956,BZRX-USDT,0.002267573696145,-0.128396143733567,0,1,8,103,0.07207207207207207,1.0,1.0,1.0
2021-05-11 05:59:00,14.9737,15.6,10.1718,10.499,RLC-USDT,0.0001524186941528,-0.3000899970001,0,1,5,107,0.044642857142857144,1.0,1.0,1.0
2021-05-11 17:59:00,428.42,435.0,360.0,376.44,ICP-USDT,-0.0039425290397693,-0.12132953643620747,0,1,106,6,0.9464285714285714,1.0,1.0,1.0
2021-05-12 05:59:00,10.7146,10.8538,9.1136,9.2288,RLC-USDT,0.0025310955407091,-0.1385419583683375,0,1,104,8,0.9285714285714286,1.0,1.0,1.0
2021-05-12 17:59:00,0.027834,0.031399,0.016288,0.018291,1000SHIB-USDT,,-0.34280684104627757,0,1,14,98,0.125,1.0,1.0,1.0
2021-05-13 05:59:00,0.8326,0.8366,0.6237,0.7282,BZRX-USDT,0.0026159988985268,-0.12549537648612952,0,1,11,101,0.09821428571428571,1.0,1.0,1.0
2021-05-13 17:59:00,612.88,622.0,482.49,506.34,AAVE-USDT,0.0021970191793836,-0.17390240321080708,0,1,5,107,0.044642857142857144,1.0,1.0,1.0
2021-05-14 05:59:00,549.48,568.15,508.63,523.2,KSM-USDT,0.0002867794665903,-0.04758437397604398,0,1,108,4,0.9642857142857143,1.0,1.0,1.0
2021-05-14 17:59:00,0.36878,0.37096,0.32038,0.3347,HBAR-USDT,-0.0004479617739285,-0.09283100691150559,0,1,105,7,0.9375,1.0,1.0,1.0
2021-05-15 05:59:00,10.37,11.3197,8.6123,8.6295,RLC-USDT,0.0008002226706562,-0.16834517120746317,0,1,36,76,0.32142857142857145,1.0,1.0,1.0
2021-05-15 17:59:00,0.018833,0.018833,0.015005,0.016299,1000SHIB-USDT,,-0.13450509770603225,0,1,8,104,0.07142857142857142,1.0,1.0,1.0
2021-05-16 05:59:00,0.43552,0.44644,0.40076,0.40308,BLZ-USDT,0.0010927876018278,-0.07448567229977965,0,1,93,19,0.8303571428571429,1.0,1.0,1.0
2021-05-16 17:59:00,0.70109,0.70657,0.58854,0.61387,NKN-USDT,0.0006846523759067,-0.12408144628511908,0,1,21,91,0.1875,1.0,1.0,1.0
2021-05-17 05:59:00,0.17279,0.1735,0.13193,0.14037,ONE-USDT,0.0011411454247201,-0.18762659876150245,0,1,4,108,0.03571428571428571,1.0,1.0,1.0
2021-05-17 17:59:00,2.1489,2.2451,1.92,1.9468,ADA-USDT,0.0012343139271755,-0.09430100023261223,0,1,15,97,0.13392857142857142,1.0,1.0,1.0
2021-05-18 05:59:00,12.498,13.78,12.129,12.595999999999998,ALICE-USDT,-0.0005157706804206,0.008002560819462046,1,0,112,0,1.0,1.0,1.0,1.0
2021-05-18 17:59:00,199.03,204.57,166.54,176.46,ICP-USDT,0.000850774204526,-0.11344453376205776,0,1,22,90,0.19642857142857142,1.0,1.0,1.0
2021-05-19 05:59:00,0.016076,0.016149,0.012,0.01306,1000SHIB-USDT,,-0.1876593891895254,0,1,1,111,0.008928571428571428,1.0,1.0,1.0
2021-05-19 17:59:00,0.6342,0.67915,0.24206,0.46125,FTM-USDT,0.0031099125744855,-0.27276310603074494,0,1,4,109,0.035398230088495575,1.0,1.0,1.0
2021-05-20 05:59:00,0.06358,0.06471,0.04326,0.04938,CELR-USDT,0.0002025521571804,-0.2233406731676627,0,1,14,99,0.12389380530973451,1.0,1.0,1.0
2021-05-20 17:59:00,0.2608,0.27894,0.23346,0.24806,BLZ-USDT,0.0012512613521695,-0.04906846584374758,0,1,97,16,0.8584070796460177,1.0,1.0,1.0
2021-05-21 05:59:00,1.93969,1.999,1.75,1.77057,MATIC-USDT,-0.0016239533113422,-0.08720801348641305,0,1,47,66,0.415929203539823,1.0,1.0,1.0
2021-05-21 17:59:00,0.00974,0.009752,0.00685,0.007962,1000SHIB-USDT,,-0.1825462012320328,0,1,3,110,0.02654867256637168,1.0,1.0,1.0
2021-05-22 05:59:00,3470.0,3475.4,2574.0,2667.0,MKR-USDT,0.0014193344898281,-0.2315228353263219,0,1,0,113,0.0,1.0,1.0,1.0
2021-05-22 17:59:00,36.567,38.339,32.301,32.971,SOL-USDT,0.000455152324311,-0.0991283914861062,0,1,68,45,0.6017699115044248,1.0,1.0,1.0
2021-05-23 05:59:00,7.12,7.175,6.231,6.265,LUNA-USDT,-0.0004786215698787,-0.11958965711073644,0,1,35,78,0.30973451327433627,1.0,1.0,1.0
2021-05-23 17:59:00,0.8543,0.8671,0.5076,0.5753,ALPHA-USDT,-0.0015619576535925,-0.32729186155285306,0,1,0,113,0.0,1.0,1.0,1.0
2021-05-24 05:59:00,0.26437,0.29749,0.25363,0.26501,SAND-USDT,-0.0007541193770975,0.0028001664963863693,1,0,113,0,1.0,1.0,1.0,1.0
2021-05-24 17:59:00,12.128,12.312,9.736,10.44,UNFI-USDT,0.000862812769629,-0.13946587537091992,0,1,110,3,0.9734513274336283,1.0,1.0,1.0
2021-05-25 05:59:00,6.572,7.292000000000002,5.5520000000000005,5.752999999999999,LUNA-USDT,0.0015668523676879,-0.1246195982958005,0,1,74,39,0.6548672566371682,1.0,1.0,1.0
2021-05-25 17:59:00,0.8929,0.9577,0.7919,0.8184,ALPHA-USDT,0.0002444390124662,-0.08353863381858906,0,1,38,75,0.336283185840708,1.0,1.0,1.0
2021-05-26 05:59:00,0.39552,0.43284,0.36543,0.39288,NKN-USDT,-0.0004070832485243,-0.007026234645908125,0,1,112,1,0.9911504424778761,1.0,1.0,1.0
2021-05-26 17:59:00,7.515,7.974,6.358,6.811,LUNA-USDT,-0.0002935564362248,-0.09392044698682989,0,1,68,45,0.6017699115044248,1.0,1.0,1.0
2021-05-27 05:59:00,1.3636,1.3878,1.0355,1.1554,OGN-USDT,-0.0005190311418684,-0.15318088537085905,0,1,31,82,0.2743362831858407,1.0,1.0,1.0
2021-05-27 17:59:00,0.6087199999999999,0.67729,0.53651,0.54183,SKL-USDT,-0.0032927412530811,-0.11010560546586301,0,1,88,25,0.7787610619469026,1.0,1.0,1.0
2021-05-28 05:59:00,0.39499,0.39891,0.331,0.3337,CVC-USDT,-0.0005989817310571,-0.1549331442463534,0,1,3,110,0.02654867256637168,1.0,1.0,1.0
2021-05-28 17:59:00,2.1082,2.1248,1.744,1.8162,BEL-USDT,0.0003855687138529,-0.13842504743833017,0,1,8,105,0.07079646017699115,1.0,1.0,1.0
2021-05-29 05:59:00,20.131,21.2008,16.9337,17.2182,HNT-USDT,-0.0056479556479556,-0.14356487353577563,0,1,90,23,0.7964601769911505,1.0,1.0,1.0
2021-05-29 17:59:00,7.107,7.254,5.723,5.779,ALICE-USDT,0.0010046421395413,-0.18697242543612824,0,1,1,112,0.008849557522123894,1.0,1.0,1.0
2021-05-30 05:59:00,4.975,5.125,4.138,4.449,AXS-USDT,-0.0018845066630771,-0.10608800482218217,0,1,111,2,0.9823008849557522,1.0,1.0,1.0
2021-05-30 17:59:00,0.39379,0.39898,0.3666,0.37984,XLM-USDT,-0.0008943132200536,-0.03552294137064216,0,1,99,14,0.8761061946902655,1.0,1.0,1.0
2021-05-31 05:59:00,7.4129999999999985,7.481,6.473,6.625,ALICE-USDT,0.0008006405124099,-0.10629974369351125,0,1,7,106,0.061946902654867256,1.0,1.0,1.0
2021-05-31 17:59:00,1.1097,1.1425,1.016,1.0559,OGN-USDT,0.0006633813495073,-0.049167041873030115,0,1,111,2,0.9823008849557522,1.0,1.0,1.0
2021-06-01 05:59:00,8.9089,9.1807,8.5217,8.8153,BAND-USDT,-0.0009859474161377,-0.010061876045772467,0,1,110,3,0.9734513274336283,1.0,1.0,1.0
2021-06-01 17:59:00,12.832,12.847,11.183,11.380999999999998,RUNE-USDT,0.0002636667252591,-0.11418119551681216,0,1,9,104,0.07964601769911504,1.0,1.0,1.0
2021-06-02 05:59:00,2.1444,2.1458,1.9,1.9481,BEL-USDT,-0.0005643340857788,-0.09073512252042015,0,1,93,20,0.8230088495575221,1.0,1.0,1.0
2021-06-02 17:59:00,5.4727,5.545,5.2056,5.3607,RLC-USDT,-0.0010249338451792,-0.020465218265207308,0,1,108,5,0.9557522123893806,1.0,1.0,1.0
2021-06-03 05:59:00,0.09076,0.09272,0.08377,0.08893,RVN-USDT,-0.0005619240278713,-0.020486837757462295,0,1,102,11,0.9026548672566371,1.0,1.0,1.0
2021-06-03 17:59:00,0.4329,0.43435,0.38631,0.39073,DOGE-USDT,0.0005121245486903,-0.09743364671640753,0,1,56,57,0.49557522123893805,1.0,1.0,1.0
2021-06-04 05:59:00,7.601,7.87,6.02,6.393,LUNA-USDT,0.0,-0.15892645704512565,0,1,2,111,0.017699115044247787,1.0,1.0,1.0
2021-06-04 17:59:00,1.6969999999999998,1.725,1.5759999999999998,1.641,DODO-USDT,-0.0018248175182481,-0.033568904593639703,0,1,100,13,0.8849557522123894,1.0,1.0,1.0
2021-06-05 05:59:00,14.98,15.125,14.64,14.799,HNT-USDT,-0.0017537942664418,-0.012280584662617722,0,1,106,7,0.9380530973451328,1.0,1.0,1.0
