time,open,high,low,close,symbol,Spread,涨跌幅,振幅,上涨,下跌,Sgcz_2,dc_dn,dc,上涨数量,下跌数量,上涨比例,rank_Sgcz_2,rank_sum,rank
2021-01-01 02:59:00,1.225,1.4063,1.2239,1.2799,1INCH-USDT,0.0022709475332811,0.04524295630869757,0.14889795918367354,1,0,-0.07764926258314948,0.7563,1,79,0,1.0,1.0,1.0,1.0
2021-01-01 14:59:00,1.279,1.2928,1.1222,1.1848,1INCH-USDT,0.0030477480528277,-0.0743026798968669,0.13338545738858473,0,1,-0.12207772870899386,0.7563,1,50,29,0.6329113924050633,1.0,1.0,1.0
2021-01-02 02:59:00,166.47,168.99,128.19,131.88,XMR-USDT,0.0008347878879866,-0.20773759461732555,0.24508920526220948,0,1,-0.21443888490502494,128.19,1,11,68,0.13924050632911392,1.0,1.0,1.0
2021-01-02 14:59:00,11.651,12.173,11.252,12.106,ZEN-USDT,0.0004958677685951,0.03914163090128753,0.07904900866878374,1,0,-0.0977118580176553,8.279,1,50,29,0.6329113924050633,1.0,1.0,1.0
2021-01-03 02:59:00,0.57945,0.58903,0.52923,0.53508,AXS-USDT,0.0056760515731306,-0.07649292371418714,0.1032013115885755,0,1,-0.11527046163955613,0.47899,1,31,48,0.3924050632911392,1.0,1.0,1.0
2021-01-03 14:59:00,2.3387,2.4242,2.0656,2.1394,THETA-USDT,-0.0006539611360238,-0.08470950628903906,0.15333304827468255,0,1,-0.1327049756452621,1.068,1,69,10,0.8734177215189873,1.0,1.0,1.0
2021-01-04 02:59:00,0.012232,0.012662,0.009403,0.011177,DOGE-USDT,0.0040153427413922,-0.08647323252962813,0.2664323086984957,0,1,-0.16157815499350456,0.00424,1,70,9,0.8860759493670886,1.0,1.0,1.0
2021-01-04 14:59:00,0.011174,0.011554,0.0077,0.009067,DOGE-USDT,-0.0001323305617432,-0.18878053144851026,0.34490782172901374,0,1,-0.25115605289391074,0.00424,1,12,67,0.1518987341772152,1.0,1.0,1.0
2021-01-05 02:59:00,0.38919,0.4101,0.3719,0.37477,OCEAN-USDT,0.0028632592989028,-0.03789181834518518,0.09815257329325013,0,1,-0.13859838328088855,0.29,1,48,31,0.6075949367088608,1.0,1.0,1.0
2021-01-05 14:59:00,0.94814,1.24663,0.92127,1.00689,CTK-USDT,-0.0581010289990644,0.06210904948260043,0.3431560739975108,1,0,-0.09903630109043468,0.77,1,68,11,0.8607594936708861,1.0,1.0,1.0
2021-01-06 02:59:00,1.00689,1.01627,0.8595,0.93647,CTK-USDT,-0.0042849548112705,-0.06993812630972607,0.1556972459752306,0,1,-0.17232754277849185,0.78301,1,60,19,0.759493670886076,1.0,1.0,1.0
2021-01-06 14:59:00,0.51359,0.51695,0.40528,0.42439,LRC-USDT,0.0053061707923722,-0.17330917874396146,0.21743024591600313,0,1,-0.2540492990455807,0.15241,1,71,8,0.8987341772151899,1.0,1.0,1.0
2021-01-07 02:59:00,0.42403,0.49122,0.3987,0.42121,LRC-USDT,0.0054664375059678,-0.0074931077546597225,0.21819210904888803,0,1,-0.16440679321132765,0.15833,1,64,15,0.810126582278481,1.0,1.0,1.0
2021-01-07 14:59:00,0.36895,0.38787,0.32,0.34293,XLM-USDT,0.0024847988774556,-0.0696923661222939,0.183954465374712,0,1,-0.1489197972645763,0.12263,1,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-08 02:59:00,1.5681,1.6204,0.99,1.1381,1INCH-USDT,-0.0074997819830819,-0.27403202143267213,0.4020151776034692,0,1,-0.2961875001008782,0.7563,1,1,78,0.012658227848101266,1.0,1.0,1.0
2021-01-08 14:59:00,0.16359,0.212,0.16229,0.17236,CVC-USDT,0.0044874409930646,0.053352074802909044,0.30386942967174035,1,0,-0.19269319940547078,0.07955,1,79,0,1.0,1.0,1.0,1.0
2021-01-09 02:59:00,0.21925,0.23522,0.19428,0.19842,ENJ-USDT,0.006339706851955,-0.09372430802959708,0.18672748004561004,0,1,-0.2176175932487838,0.1245,1,14,65,0.17721518987341772,1.0,1.0,1.0
2021-01-09 14:59:00,3.0983,3.3622,3.07,3.1486,SOL-USDT,0.0009537131230925,0.01571018419949044,0.09430978278410748,1,0,-0.08766642977654862,1.412,1,78,1,0.9873417721518988,1.0,1.0,1.0
2021-01-10 02:59:00,1.411,1.4537,1.3199,1.3339,RLC-USDT,0.0089251947659028,-0.05491001842142551,0.09482636428065196,0,1,-0.08076631465256469,0.7032,1,67,12,0.8481012658227848,1.0,1.0,1.0
2021-01-10 14:59:00,3.735,3.938,3.006,3.113,EOS-USDT,0.0007393834185231,-0.16653279785809905,0.2495314591700135,0,1,-0.20261270439904533,2.56,1,9,70,0.11392405063291139,1.0,1.0,1.0
2021-01-11 02:59:00,1712.04,1735.98,1353.03,1359.79,MKR-USDT,0.0045284635728319,-0.2074476455811297,0.22368052148314294,0,1,-0.26639601850334416,568.55,1,5,74,0.06329113924050633,1.0,1.0,1.0
2021-01-11 14:59:00,0.0825,0.08326,0.06421,0.06919,BLZ-USDT,0.0037719425504136,-0.16123166444417492,0.23090909090909087,0,1,-0.2191625979954183,0.0612299999999999,1,5,74,0.06329113924050633,1.0,1.0,1.0
2021-01-12 02:59:00,127.81,129.26,106.19,122.43,DASH-USDT,0.0018001800180018,-0.041868837063703146,0.18050230811360607,0,1,-0.10966475164644998,84.84,1,63,16,0.7974683544303798,1.0,1.0,1.0
2021-01-12 14:59:00,0.01127,0.011768,0.00959,0.009941,IOST-USDT,0.0014102951546288,-0.118393047179851,0.1932564330079859,0,1,-0.1650777599817243,0.005311,1,15,64,0.189873417721519,1.0,1.0,1.0
2021-01-13 02:59:00,0.037096,0.041368,0.033807,0.034855,RSR-USDT,-0.0055634807417972,-0.05916808378546168,0.20382251455682568,0,1,-0.18764271019374681,0.02675,1,53,26,0.6708860759493671,1.0,1.0,1.0
2021-01-13 14:59:00,0.15323,0.17787,0.15261,0.15863,CVC-USDT,-0.0015735146022155,0.03571428571428581,0.16485022515173273,1,0,-0.1328613915947528,0.07955,1,76,3,0.9620253164556962,1.0,1.0,1.0
2021-01-14 02:59:00,0.15878,0.17362,0.1561,0.16055,CVC-USDT,0.0019971291268801,0.012103637395196376,0.11034135281521606,1,0,-0.08646049182278355,0.07955,1,71,8,0.8987341772151899,1.0,1.0,1.0
2021-01-14 14:59:00,15.107,16.05,14.747,15.09,SNX-USDT,0.0039920159680639,-0.0011253061494671535,0.08625140663268689,0,1,-0.056255667746799236,9.735,1,75,4,0.9493670886075949,1.0,1.0,1.0
2021-01-15 02:59:00,0.42524,0.44245,0.38489,0.40185,LRC-USDT,0.0037717939751211,-0.05582575597377881,0.13535885617533627,0,1,-0.09904153132578826,0.26353,1,54,25,0.6835443037974683,1.0,1.0,1.0
2021-01-15 14:59:00,86.05,86.865,77.109,78.54,KSM-USDT,0.0009303273987792,-0.08714753945930853,0.11337594421847763,0,1,-0.1094935201753468,57.7,1,30,49,0.379746835443038,1.0,1.0,1.0
2021-01-16 02:59:00,0.020988,0.026761,0.018491,0.02223,IOST-USDT,0.0013062474663303,0.05968157116979689,0.39403468648751666,1,0,-0.15267475265394123,0.005762,1,38,41,0.4810126582278481,1.0,1.0,1.0
2021-01-16 14:59:00,0.022246,0.025781,0.021117,0.022086,IOST-USDT,0.0021325831480558,-0.006477732793522151,0.2096556684347747,0,1,-0.15930106988654025,0.005762,1,72,7,0.9113924050632911,1.0,1.0,1.0
2021-01-17 02:59:00,0.022091,0.022613,0.018731,0.019725,IOST-USDT,0.0033572409583397,-0.10690029883183927,0.17572767190258476,0,1,-0.18481622316145674,0.005906,1,33,46,0.4177215189873418,1.0,1.0,1.0
2021-01-17 14:59:00,0.24433,0.259,0.22146,0.22411,ENJ-USDT,0.0038072202812864,-0.08174219454232567,0.15364466090942586,0,1,-0.1909386212657538,0.14018,1,13,66,0.16455696202531644,1.0,1.0,1.0
2021-01-18 02:59:00,2.6103,2.7325,2.4453,2.4544,NEAR-USDT,0.0040499079566374,-0.059112167446139674,0.1100256675477914,0,1,-0.10898133990785829,1.3498,1,67,12,0.8481012658227848,1.0,1.0,1.0
2021-01-18 14:59:00,1.9009,2.08,1.7675,1.8468,1INCH-USDT,0.0049518419763836,-0.028715683180814078,0.16439581250986374,0,1,-0.13295774585465844,0.97,1,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-19 02:59:00,0.62927,0.6503,0.5673199999999999,0.5731,GRT-USDT,0.0045750144612528,-0.08908845267424292,0.1318670840815549,0,1,-0.12523849308954454,0.23169,1,47,32,0.5949367088607594,1.0,1.0,1.0
2021-01-19 14:59:00,0.019674,0.01978,0.018423,0.018711,IOST-USDT,0.0019277108433735,-0.04860934560431185,0.06897428077665958,0,1,-0.08944469830906693,0.0080069999999999,1,54,26,0.675,1.0,1.0,1.0
2021-01-20 02:59:00,0.01912,0.01969,0.01723,0.0176,AKRO-USDT,0.0043369093814198,-0.07901622187336466,0.1286610878661088,0,1,-0.12416017707878724,0.01556,1,11,69,0.1375,1.0,1.0,1.0
2021-01-20 14:59:00,0.48388,0.4844,0.392,0.42666,LRC-USDT,0.000609756097561,-0.11888978378043491,0.190956435479871,0,1,-0.1462616652907593,0.26353,1,9,72,0.1111111111111111,1.0,1.0,1.0
2021-01-21 02:59:00,0.14048,0.155,0.13432,0.14272,BLZ-USDT,0.0030924936744449,0.016307056896674554,0.1472095671981777,1,0,-0.09853460721736944,0.0622,1,66,15,0.8148148148148148,1.0,1.0,1.0
2021-01-21 14:59:00,1.23837,1.54197,0.8012,0.90017,CTK-USDT,-0.1627883184523808,-0.2728425678350148,0.598181480494521,0,1,-0.36060659615295243,0.797,1,4,78,0.04878048780487805,1.0,1.0,1.0
2021-01-22 02:59:00,0.8995700000000001,1.0295,0.84641,0.94301,CTK-USDT,-0.0030552912570038,0.04759101058688908,0.2035305757195105,1,0,-0.26655959224443926,0.8012,1,12,70,0.14634146341463414,1.0,1.0,1.0
2021-01-22 14:59:00,0.60602,0.65663,0.58587,0.64804,AXS-USDT,0.0018861507065335,0.06940823129476215,0.1167618230421439,1,0,-0.060477994933302553,0.43696,1,82,0,1.0,1.0,1.0,1.0
2021-01-23 02:59:00,0.67023,0.6839,0.62,0.6239,REN-USDT,0.0014285484984188,-0.06879207152345557,0.0953404055324291,0,1,-0.09150478941805051,0.35466,1,21,61,0.25609756097560976,1.0,1.0,1.0
2021-01-23 14:59:00,1.80558,1.8395,1.63317,1.65257,BEL-USDT,0.0015575757575758,-0.08489996622164131,0.11427352983528834,0,1,-0.10577635829238176,0.91762,1,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-24 02:59:00,0.3309,0.3502,0.3222,0.3252,BAT-USDT,0.002466091245376,-0.017225747960108895,0.08461770927772748,0,1,-0.08779803400286033,0.2266,1,75,7,0.9146341463414634,1.0,1.0,1.0
2021-01-24 14:59:00,3.919,3.96,3.529,3.559,QTUM-USDT,0.0014068655036578,-0.09070005109862034,0.10997703495789743,0,1,-0.12630416073081074,2.549,1,39,43,0.47560975609756095,1.0,1.0,1.0
2021-01-25 02:59:00,3.5610000000000004,3.677,3.431,3.511,QTUM-USDT,0.0040034315127253,-0.013486934532171979,0.06908171861836562,0,1,-0.08052900332452775,2.549,1,69,13,0.8414634146341463,1.0,1.0,1.0
2021-01-25 14:59:00,8.9545,9.097,7.7387,7.8943,SUSHI-USDT,0.0009255737289211,-0.11895939822771817,0.15168909486850185,0,1,-0.22402921307518178,5.2122,1,32,51,0.3855421686746988,1.0,1.0,1.0
2021-01-26 02:59:00,30.516,32.075,27.648000000000003,28.616,TRB-USDT,0.0033660589060309,-0.06183201101567104,0.14507143793419844,0,1,-0.11968375551976247,21.43,1,17,66,0.20481927710843373,1.0,1.0,1.0
2021-01-26 14:59:00,0.2371,0.2421,0.1895,0.1934,FLM-USDT,-0.0005167958656331,-0.18465430016863404,0.22184732180514555,0,1,-0.21061223630154158,0.1472,1,7,77,0.08333333333333333,1.0,1.0,1.0
2021-01-27 02:59:00,0.3289999999999999,0.3551,0.3185,0.3198,BZRX-USDT,0.004081632653061,-0.02884907379289403,0.11124620060790283,0,1,-0.14776815062576548,0.2303,1,70,14,0.8333333333333334,1.0,1.0,1.0
