time,open,high,low,close,symbol,Spread,涨跌幅,振幅,上涨,下跌,Sgcz_2,dc_dn,dc,上涨数量,下跌数量,上涨比例,rank_Sgcz_2,rank_sum,rank
2021-01-27 14:59:00,1.49159,1.61878,1.2217,1.28846,ALPHA-USDT,0.0019752395172325,-0.13680853772099677,0.2662125651150786,0,1,-0.2551307087888015,0.4784600000000001,1,3,81,0.03571428571428571,1.0,1.0,1.0
2021-01-28 02:59:00,0.90417,0.962,0.84595,0.90699,AXS-USDT,0.0055210030930921,0.0030634137709848464,0.12834975723591802,1,0,-0.14916510179019596,0.53301,1,82,2,0.9761904761904762,1.0,1.0,1.0
2021-01-28 14:59:00,14.842,15.122,13.5165,14.2755,UNI-USDT,0.0007571137142736,-0.038479672387315866,0.10817275299824816,0,1,-0.06747885157430279,7.0329,1,80,5,0.9411764705882353,1.0,1.0,1.0
2021-01-29 02:59:00,1.7390900000000002,1.89464,1.51422,1.57515,ALPHA-USDT,0.0003620012955836,-0.09421560791033878,0.2187465858581213,0,1,-0.1426915281894742,0.55313,1,45,40,0.5294117647058824,1.0,1.0,1.0
2021-01-29 14:59:00,0.209642,0.262861,0.1159999999999999,0.155441,FTM-USDT,0.0008434743416392,-0.2545332470086086,0.7005323360776949,0,1,-0.37638634684930117,0.024244,1,47,38,0.5529411764705883,1.0,1.0,1.0
2021-01-30 02:59:00,0.155691,0.182937,0.1169999999999999,0.118846,FTM-USDT,0.0030044729513039,-0.23542694655850127,0.4235119563751283,0,1,-0.46681678846397756,0.024244,1,27,58,0.3176470588235294,1.0,1.0,1.0
2021-01-30 14:59:00,0.039953,0.040778,0.02833,0.0328269999999999,DOGE-USDT,0.0012230494496274,-0.17864738409187841,0.31156609015593323,0,1,-0.351667815126932,0.0072349999999999,1,72,13,0.8470588235294118,1.0,1.0,1.0
2021-01-31 02:59:00,0.032819,0.034688,0.022147,0.028927,DOGE-USDT,-0.0007944732297064,-0.1188046425198741,0.3821262073798713,0,1,-0.23337655808534755,0.0072349999999999,1,50,35,0.5882352941176471,1.0,1.0,1.0
2021-01-31 14:59:00,0.132204,0.132403,0.105,0.10833,FTM-USDT,0.0036131183991106,-0.18099342254479478,0.2072781458957369,0,1,-0.2798859118163778,0.024244,1,31,54,0.36470588235294116,1.0,1.0,1.0
2021-02-01 02:59:00,13.85,14.1199,12.5,12.9527,AVAX-USDT,-0.0004244416662807,-0.06480726049255259,0.11696028880866423,0,1,-0.12159774842134322,10.7474,1,26,59,0.3058823529411765,1.0,1.0,1.0
2021-02-01 14:59:00,0.4861,0.7577,0.3979999999999999,0.4349,XRP-USDT,0.0015198968312453,-0.10551213492389966,0.7399711993416995,0,1,-0.30907935008214554,0.244,1,35,51,0.4069767441860465,1.0,1.0,1.0
2021-02-02 02:59:00,0.4349,0.4459,0.34,0.3919,XRP-USDT,0.0017381524461939,-0.09887330420786389,0.2435042538514601,0,1,-0.3487869666203561,0.244,1,72,14,0.8372093023255814,1.0,1.0,1.0
2021-02-02 14:59:00,0.031795,0.035242,0.030624,0.031429,DOGE-USDT,0.0012647621960351,-0.012163691224541084,0.14524296272998913,0,1,-0.17965645759645604,0.0072349999999999,1,68,18,0.7906976744186046,1.0,1.0,1.0
2021-02-03 02:59:00,0.70907,0.70943,0.6412399999999999,0.64789,REN-USDT,0.0047454367817874,-0.0856759808072256,0.096168220344959,0,1,-0.11091441632305615,0.5084,1,55,31,0.6395348837209303,1.0,1.0,1.0
2021-02-03 14:59:00,2.3028,2.3834,2.045,2.1004,LUNA-USDT,0.0070962792481781,-0.0880909998697521,0.14695153725898907,0,1,-0.14617886119439485,0.9008,1,65,21,0.7558139534883721,1.0,1.0,1.0
2021-02-04 02:59:00,0.13864,0.142515,0.128963,0.133681,FTM-USDT,0.007392614920874,-0.03703997176260421,0.0977495672244663,0,1,-0.112894709267838,0.050525,1,58,28,0.6744186046511628,1.0,1.0,1.0
2021-02-04 14:59:00,20.928,21.946,19.5,19.673,DOT-USDT,0.0024662923065945,-0.05996750764526004,0.11687691131498477,0,1,-0.10134070296629263,15.065,1,25,61,0.29069767441860467,1.0,1.0,1.0
2021-02-05 02:59:00,0.02462,0.07416,0.02386,0.0397,AKRO-USDT,0.0052923450912865,0.61251015434606,2.0430544272948823,1,0,-0.21300421984255735,0.01575,1,81,5,0.9418604651162791,1.0,1.0,1.0
2021-02-05 14:59:00,0.03977,0.05977,0.0375,0.05501,AKRO-USDT,0.0041619510058048,0.3856423173803527,0.5599698265023887,1,0,-0.17852606906203694,0.01603,1,79,7,0.9186046511627907,1.0,1.0,1.0
2021-02-06 02:59:00,0.055,0.0578,0.03757,0.03982,AKRO-USDT,0.00070365902694,-0.2761316124341029,0.36781818181818177,0,1,-0.32261625880475303,0.0167,1,21,65,0.2441860465116279,1.0,1.0,1.0
2021-02-06 14:59:00,1.3918,1.6689,1.3555,1.4751,ZRX-USDT,0.0044943820224721,0.05992670834231517,0.2251760310389425,1,0,-0.1905284520082948,0.5153,1,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-07 02:59:00,0.27702,0.27805,0.2269999999999999,0.2386,CVC-USDT,0.0023104389834067,-0.13750722961249273,0.1842827232690785,0,1,-0.15864451642707725,0.1391099999999999,1,19,67,0.22093023255813954,1.0,1.0,1.0
2021-02-07 14:59:00,2.3073,2.3456,2.0110900000000003,2.09238,ALPHA-USDT,0.0031835223949294,-0.09396461387904986,0.14497897975989243,0,1,-0.16241310848658036,1.36177,1,39,47,0.45348837209302323,1.0,1.0,1.0
2021-02-08 02:59:00,3.4437,3.49,3.151,3.2271,HNT-USDT,0.0034514925373134,-0.06409326875670662,0.09844063071696152,0,1,-0.10985146231439319,2.0679,1,42,44,0.4883720930232558,1.0,1.0,1.0
2021-02-08 14:59:00,3.3022,3.4315,3.055,3.2048,NEAR-USDT,0.0046394984326019,-0.0296130321564827,0.11401489915813702,0,1,-0.07927889081583309,2.0549,1,82,4,0.9534883720930233,1.0,1.0,1.0
2021-02-09 02:59:00,2.37253,2.42456,2.12,2.1958,ALPHA-USDT,0.0089879792669926,-0.07473189642458322,0.12836929353896473,0,1,-0.10453360912947651,1.7421,1,49,37,0.5697674418604651,1.0,1.0,1.0
2021-02-09 14:59:00,1.78732,1.88444,1.65726,1.72187,CTK-USDT,0.0079435696306269,-0.03724929968856405,0.12710650582995767,0,1,-0.10886441446178793,0.8899600000000001,1,71,15,0.8255813953488372,1.0,1.0,1.0
2021-02-10 02:59:00,7.0814,7.5184,6.218,6.5686,LUNA-USDT,0.0015858009819766,-0.07212679398802124,0.18363600417996437,0,1,-0.17498555581026207,1.3697,1,79,7,0.9186046511627907,1.0,1.0,1.0
2021-02-10 14:59:00,43.905,44.969,34.4,39.33,FIL-USDT,-0.0001703244044366,-0.10442663266235541,0.2407242910830202,0,1,-0.19787895779373282,22.05,1,9,77,0.10465116279069768,1.0,1.0,1.0
2021-02-11 02:59:00,0.10905,0.1356,0.10471,0.12013,MATIC-USDT,0.0181371302652766,0.10342610452833667,0.28326455754241175,1,0,-0.15048439640164077,0.03623,1,84,2,0.9767441860465116,1.0,1.0,1.0
2021-02-11 14:59:00,51.9509,56.8888,47.5572,49.858,AVAX-USDT,0.0078288764864857,-0.04119230769230775,0.17962345214423622,0,1,-0.15170189613091792,12.709,1,82,4,0.9534883720930233,1.0,1.0,1.0
2021-02-12 02:59:00,49.8241,50.3887,42.5849,46.4855,AVAX-USDT,0.00763658276469,-0.06764210357415046,0.15662701383467043,0,1,-0.13335974456277228,12.75,1,49,37,0.5697674418604651,1.0,1.0,1.0
2021-02-12 14:59:00,0.32316,0.33288,0.29281,0.30212,SKL-USDT,0.0054244733601782,-0.06689727592809935,0.12399430622601805,0,1,-0.17665012872267594,0.14389,1,41,45,0.47674418604651164,1.0,1.0,1.0
2021-02-13 02:59:00,1.19334,1.2865799999999998,1.13606,1.1792,OCEAN-USDT,0.0111473160692849,-0.012420123447484444,0.12613337355657211,0,1,-0.12150131401186527,0.5474,1,82,4,0.9534883720930233,1.0,1.0,1.0
2021-02-13 14:59:00,2.28885,2.335,1.70068,1.88071,ALPHA-USDT,0.0048460173965079,-0.17859295428935806,0.2771348056884462,0,1,-0.19336146841417468,1.70068,1,20,66,0.23255813953488372,1.0,1.0,1.0
2021-02-14 02:59:00,1.87931,1.99792,1.73931,1.74816,ALPHA-USDT,0.0095809005700029,-0.07047870219225727,0.13760901607504883,0,1,-0.19307995442759174,1.70068,1,52,34,0.6046511627906976,1.0,1.0,1.0
2021-02-14 14:59:00,0.52377,0.5332399999999999,0.4429999999999999,0.45072,CVC-USDT,0.0028256758260094,-0.13933815807061423,0.17228936365198474,0,1,-0.18751858624199255,0.168,1,11,75,0.12790697674418605,1.0,1.0,1.0
2021-02-15 02:59:00,157.276,163.832,94.99,119.587,EGLD-USDT,-0.0023359223138978,-0.23961188013047563,0.4377145909102469,0,1,-0.28354980946802283,74.796,1,2,84,0.023255813953488372,1.0,1.0,1.0
2021-02-15 14:59:00,0.20222,0.22579,0.18537,0.21367,BLZ-USDT,0.000561929290564,0.055733978951529206,0.19988131737711395,1,0,-0.1336590454047865,0.13045,1,86,0,1.0,1.0,1.0,1.0
2021-02-16 02:59:00,41.3616,43.1556,35.2033,38.2109,AVAX-USDT,0.0008669960029128,-0.0772609713042407,0.19226287184248192,0,1,-0.12606166366264127,16.2446,1,63,23,0.7325581395348837,1.0,1.0,1.0
2021-02-16 14:59:00,149.757,152.096,137.785,141.622,EGLD-USDT,0.0008834109557092,-0.05346174667994463,0.095561476258205,0,1,-0.12062242312101834,92.152,1,17,69,0.19767441860465115,1.0,1.0,1.0
2021-02-17 02:59:00,0.30398,0.31428,0.26741,0.27267,SKL-USDT,0.005049760412827,-0.10335415981584994,0.1541877755115469,0,1,-0.15289621594991315,0.14389,1,8,78,0.09302325581395349,1.0,1.0,1.0
2021-02-17 14:59:00,24.616,24.659,22.515,23.756,ATOM-USDT,0.0029976778551825,-0.03489742027219167,0.08709782255443607,0,1,-0.07297276201007856,11.89,1,83,3,0.9651162790697675,1.0,1.0,1.0
2021-02-18 02:59:00,0.041117,0.044843,0.038776,0.040819,IOST-USDT,0.007080825027139,-0.007126872932477157,0.14755453948488467,0,1,-0.06397760462803445,0.018215,1,79,7,0.9186046511627907,1.0,1.0,1.0
2021-02-18 14:59:00,1.85451,1.86237,1.59409,1.6685900000000002,ALPHA-USDT,0.0006836786710247,-0.10025289699165807,0.14466354994041555,0,1,-0.1049225259031558,1.29,1,32,54,0.37209302325581395,1.0,1.0,1.0
2021-02-19 02:59:00,0.30375,0.3442,0.27433,0.29432,SAND-USDT,0.0034537191406953,-0.0305665349143609,0.23002469135802464,0,1,-0.13333332940714573,0.13163,1,17,69,0.19767441860465115,1.0,1.0,1.0
2021-02-19 14:59:00,6.51,8.0,5.419,5.651,DODO-USDT,0.004622222222222,-0.13195084485407071,0.3964669738863288,0,1,-0.29362499963296873,5.419,1,54,34,0.6136363636363636,1.0,1.0,1.0
2021-02-20 02:59:00,0.05376,0.06039,0.0495,0.05175,CHZ-USDT,0.0066722430797359,-0.037388392857142905,0.20256696428571422,0,1,-0.18689603474019423,0.02413,1,63,25,0.7159090909090909,1.0,1.0,1.0
2021-02-20 14:59:00,303.0,308.095,266.0,270.142,BNB-USDT,0.0070279698512654,-0.1084422442244225,0.138927392739274,0,1,-0.1708005089170117,116.0,1,44,44,0.5,1.0,1.0,1.0
2021-02-21 02:59:00,0.6628,0.7203,0.5453,0.6007,BZRX-USDT,0.002336058735191,-0.09396681749622915,0.2640313820156911,0,1,-0.19287873439195524,0.4772,1,24,64,0.2727272727272727,1.0,1.0,1.0
2021-02-21 14:59:00,18.769,18.86,17.1254,17.5816,SUSHI-USDT,0.0006602162777462,-0.06347346216947547,0.09241834940593535,0,1,-0.09105666674022157,11.593,1,66,22,0.75,1.0,1.0,1.0
2021-02-22 02:59:00,0.6493,0.6578,0.56,0.5786,BZRX-USDT,0.0003457814661134,-0.10998307952622677,0.1506237486523949,0,1,-0.13499775549412837,0.4772,1,15,73,0.17045454545454544,1.0,1.0,1.0
2021-02-22 14:59:00,0.35121,0.36157,0.21782,0.27293,SAND-USDT,0.0023541163983855,-0.2228202061620821,0.4092992796332678,0,1,-0.25506304233137617,0.15818,1,3,86,0.033707865168539325,1.0,1.0,1.0
2021-02-23 02:59:00,0.27293,0.33283,0.255,0.25754,SAND-USDT,0.0068415497087452,-0.05638808485692304,0.28516469424394536,0,1,-0.2582373197512293,0.17503,1,9,80,0.10112359550561797,1.0,1.0,1.0
2021-02-23 14:59:00,0.027793,0.028947,0.019006,0.022826,ANKR-USDT,-0.0007442104802346,-0.17933414827065508,0.35767999136473216,0,1,-0.3018183119524334,0.019006,1,2,88,0.022222222222222223,1.0,1.0,1.0
2021-02-24 02:59:00,0.5427,0.597,0.4942,0.591,STORJ-USDT,-0.0016891891891893,0.08960176991150437,0.18942325409987104,1,0,-0.08478513225265001,0.4503,1,90,0,1.0,1.0,1.0,1.0
2021-02-24 14:59:00,5.2557,5.5747,4.6433,4.8067,RUNE-USDT,-0.0027593360995851,-0.0845078470211793,0.17721711665429915,0,1,-0.13971739708499137,3.01,1,28,63,0.3076923076923077,1.0,1.0,1.0
2021-02-25 02:59:00,2.475,2.4995,2.0089,2.1182,TOMO-USDT,0.0006141055316737,-0.14416161616161627,0.1982222222222221,0,1,-0.1836593113646428,1.4257,1,59,32,0.6483516483516484,1.0,1.0,1.0
2021-02-25 14:59:00,0.050229,0.050412,0.04259,0.047737,IOST-USDT,0.0011114839359114,-0.04917738915667447,0.1557267713870472,0,1,-0.08632072916708534,0.0287,1,73,18,0.8021978021978022,1.0,1.0,1.0
2021-02-26 02:59:00,36.282,39.0,26.711,29.476,UNFI-USDT,1.0177875334527188e-05,-0.1878994930570862,0.3387078992337799,0,1,-0.24710089393432927,16.6,1,3,88,0.03296703296703297,1.0,1.0,1.0
2021-02-26 14:59:00,0.6483,0.7,0.517598,0.5714020000000001,FTM-USDT,0.0008091918590396,-0.11883231039694042,0.2813543112756439,0,1,-0.24764593599685653,0.153142,1,69,22,0.7582417582417582,1.0,1.0,1.0
2021-02-27 02:59:00,0.571576,0.627977,0.5,0.547093,FTM-USDT,-0.0004147482277278,-0.042542728236863,0.22390198328831165,0,1,-0.17605048617482857,0.153142,1,41,50,0.45054945054945056,1.0,1.0,1.0
2021-02-27 14:59:00,0.547339,0.549452,0.442882,0.465573,FTM-USDT,0.0024394970286796,-0.1490057449099148,0.19470565773679574,0,1,-0.20917014598468125,0.165,1,66,25,0.7252747252747253,1.0,1.0,1.0
2021-02-28 02:59:00,0.14711,0.15157,0.12336,0.12467,RVN-USDT,0.0023315645602186,-0.15253891645707285,0.19176126707905658,0,1,-0.20480927383535694,0.12336,1,3,88,0.03296703296703297,1.0,1.0,1.0
2021-02-28 14:59:00,4.0280000000000005,4.07,3.388,3.583,DODO-USDT,-0.0019498607242338,-0.11047666335650452,0.1693147964250249,0,1,-0.16587126023542956,3.359,1,13,78,0.14285714285714285,1.0,1.0,1.0
2021-03-01 02:59:00,0.6647,0.6658,0.6114,0.645,STORJ-USDT,0.0013972985561248,-0.028468142792589246,0.08184143222506378,0,1,-0.06892818377584715,0.4503,1,89,2,0.978021978021978,1.0,1.0,1.0
2021-03-01 14:59:00,0.23561,0.2486,0.21647,0.21862,MATIC-USDT,0.001099001740086,-0.07211069139679982,0.13636942404821523,0,1,-0.12084287928407608,0.09766,1,82,9,0.9010989010989011,1.0,1.0,1.0
